,date,season,decades_bin,neutral,playoff,team,team_code,elo,elo_prob,score,result
9824,1971-12-19,1971,6,0,0,IND,61,1713.451,0.9065748767222191,17,0.0
9825,1971-12-19,1971,6,0,0,NE,62,1383.675,0.09342512327778085,21,1.0
9826,1971-12-19,1971,6,0,0,NYJ,68,1437.225,0.6019539775539232,35,1.0
9827,1971-12-19,1971,6,0,0,CIN,75,1430.3729999999998,0.3980460224460768,21,0.0
9828,1971-12-19,1971,6,0,0,KC,65,1637.484,0.932288806351217,22,1.0
9829,1971-12-19,1971,6,0,0,BUF,69,1246.928,0.06771119364878297,9,0.0
9830,1971-12-19,1971,6,0,0,CHI,6,1432.509,0.27096621955266065,10,0.0
9831,1971-12-19,1971,6,0,0,MIN,71,1669.442,0.7290337804473394,27,1.0
9832,1971-12-19,1971,6,0,0,TEN,67,1353.129,0.3721152319644181,49,1.0
9833,1971-12-19,1971,6,0,0,LAC,64,1509.01,0.6278847680355819,33,0.0
9834,1971-12-19,1971,6,0,0,SF,54,1584.52,0.5807535615828252,31,1.0
9835,1971-12-19,1971,6,0,0,DET,39,1592.911,0.4192464384171748,27,0.0
9836,1971-12-19,1971,6,0,0,WSH,42,1614.735,0.7512644594260832,13,0.0
9837,1971-12-19,1971,6,0,0,CLE,50,1487.713,0.24873554057391678,20,1.0
9838,1971-12-19,1971,6,0,0,NYG,31,1394.162,0.5097789830301575,28,0.0
9839,1971-12-19,1971,6,0,0,PHI,45,1452.366,0.49022101696984255,41,1.0
9840,1971-12-25,1971,6,0,1,MIN,71,1683.971,0.5970391741717922,12,0.0
9841,1971-12-25,1971,6,0,1,DAL,70,1680.675,0.4029608258282078,20,1.0
9842,1971-12-25,1971,6,0,1,KC,65,1640.445,0.6553941942757111,24,0.0
9843,1971-12-25,1971,6,0,1,MIA,72,1593.773,0.3446058057242889,27,1.0
9844,1971-12-26,1971,6,0,1,SF,54,1597.6760000000002,0.6160996750446797,24,1.0
9845,1971-12-26,1971,6,0,1,WSH,42,1580.503,0.38390032495532034,20,0.0
9846,1971-12-26,1971,6,0,1,CLE,50,1521.945,0.3720318475360797,3,0.0
9847,1971-12-26,1971,6,0,1,IND,61,1677.888,0.6279681524639202,20,1.0
9848,1972-01-02,1971,6,0,1,DAL,70,1707.7520000000002,0.7189476278914161,14,1.0
9849,1972-01-02,1971,6,0,1,SF,54,1609.588,0.2810523721085839,3,0.0
9850,1972-01-02,1971,6,0,1,MIA,72,1612.9160000000002,0.4703544904634576,21,1.0
9851,1972-01-02,1971,6,0,1,IND,61,1698.54,0.5296455095365424,0,0.0
9852,1972-01-16,1971,6,1,1,MIA,72,1645.969,0.3940048942898995,3,0.0
9853,1972-01-16,1971,6,1,1,DAL,70,1720.756,0.6059951057101005,24,1.0
9854,1972-09-17,1972,6,0,0,SF,54,1566.057,0.7011282019365934,34,1.0
9855,1972-09-17,1972,6,0,0,LAC,64,1482.932,0.2988717980634066,3,0.0
9856,1972-09-17,1972,6,0,0,IND,61,1611.9920000000002,0.7830324596748718,3,0.0
9857,1972-09-17,1972,6,0,0,ARI,11,1454.0379999999998,0.21696754032512822,10,1.0
9858,1972-09-17,1972,6,0,0,BUF,69,1330.9779999999998,0.38993028454752093,24,0.0
9859,1972-09-17,1972,6,0,0,NYJ,68,1473.735,0.610069715452479,41,1.0
9860,1972-09-17,1972,6,0,0,CHI,6,1446.987,0.5152211393372297,21,0.0
9861,1972-09-17,1972,6,0,0,ATL,73,1501.4070000000002,0.4847788606627703,37,1.0
9862,1972-09-17,1972,6,0,0,CLE,50,1502.5279999999998,0.6430632890487845,10,0.0
9863,1972-09-17,1972,6,0,0,GB,18,1465.263,0.3569367109512155,26,1.0
9864,1972-09-17,1972,6,0,0,NE,62,1447.826,0.6014614717632973,7,0.0
9865,1972-09-17,1972,6,0,0,CIN,75,1441.3310000000001,0.39853852823670266,31,1.0
9866,1972-09-17,1972,6,0,0,KC,65,1582.535,0.5914373024101726,10,0.0
9867,1972-09-17,1972,6,0,0,MIA,72,1583.275,0.40856269758982744,20,1.0
9868,1972-09-17,1972,6,0,0,PIT,44,1429.9620000000002,0.4281957649565687,34,1.0
9869,1972-09-17,1972,6,0,0,OAK,66,1545.204,0.5718042350434314,28,0.0
9870,1972-09-17,1972,6,0,0,LAR,46,1572.5179999999998,0.7717658782499138,34,1.0
9871,1972-09-17,1972,6,0,0,NO,74,1425.876,0.22823412175008617,14,0.0
9872,1972-09-17,1972,6,0,0,DET,39,1554.836,0.7667377970887216,30,1.0
9873,1972-09-17,1972,6,0,0,NYG,31,1413.115,0.23326220291127842,16,0.0
9874,1972-09-17,1972,6,0,0,DEN,63,1442.9229999999998,0.6123568683943904,30,1.0
9875,1972-09-17,1972,6,0,0,TEN,67,1428.494,0.3876431316056096,17,0.0
9876,1972-09-17,1972,6,0,0,DAL,70,1664.5420000000001,0.8007486710987634,28,1.0
9877,1972-09-17,1972,6,0,0,PHI,45,1487.904,0.19925132890123665,6,0.0
9878,1972-09-18,1972,6,0,0,MIN,71,1606.2620000000002,0.671072877160107,21,0.0
9879,1972-09-18,1972,6,0,0,WSH,42,1547.394,0.328927122839893,24,1.0
9880,1972-09-24,1972,6,0,0,LAC,64,1463.523,0.5936512730672238,37,1.0
9881,1972-09-24,1972,6,0,0,DEN,63,1462.67,0.40634872693277624,14,0.0
9882,1972-09-24,1972,6,0,0,BUF,69,1309.2069999999999,0.22862270201131896,27,1.0
9883,1972-09-24,1972,6,0,0,SF,54,1585.4660000000001,0.771377297988681,20,0.0
9884,1972-09-24,1972,6,0,0,CIN,75,1481.352,0.6315557980688951,15,1.0
9885,1972-09-24,1972,6,0,0,PIT,44,1452.736,0.36844420193110494,10,0.0
9886,1972-09-24,1972,6,0,0,IND,61,1575.754,0.6976462962622727,34,0.0
9887,1972-09-24,1972,6,0,0,NYJ,68,1495.506,0.3023537037377273,44,1.0
9888,1972-09-24,1972,6,0,0,DET,39,1566.385,0.5641726228236769,10,0.0
9889,1972-09-24,1972,6,0,0,MIN,71,1586.546,0.43582737717632314,34,1.0
9890,1972-09-24,1972,6,0,0,GB,18,1503.479,0.5658844966393051,14,0.0
9891,1972-09-24,1972,6,0,0,OAK,66,1522.43,0.43411550336069493,20,1.0
9892,1972-09-24,1972,6,0,0,NE,62,1407.8039999999999,0.4173835018845453,21,1.0
9893,1972-09-24,1972,6,0,0,ATL,73,1530.743,0.5826164981154547,20,0.0
9894,1972-09-24,1972,6,0,0,NYG,31,1401.566,0.23068493639339546,14,0.0
9895,1972-09-24,1972,6,0,0,DAL,70,1675.8,0.7693150636066045,23,1.0
9896,1972-09-24,1972,6,0,0,PHI,45,1476.646,0.6094889450691423,17,0.0
9897,1972-09-24,1972,6,0,0,CLE,50,1464.3129999999999,0.3905110549308577,27,1.0
9898,1972-09-24,1972,6,0,0,WSH,42,1567.11,0.6934848339696011,24,1.0
9899,1972-09-24,1972,6,0,0,ARI,11,1490.276,0.30651516603039886,10,0.0
9900,1972-09-24,1972,6,0,0,MIA,72,1612.4920000000002,0.824482993939931,34,1.0
9901,1972-09-24,1972,6,0,0,TEN,67,1408.747,0.17551700606006904,13,0.0
9902,1972-09-24,1972,6,0,0,CHI,6,1417.651,0.3565681536941871,13,0.5
9903,1972-09-24,1972,6,0,0,LAR,46,1585.195,0.6434318463058128,13,0.5
9904,1972-09-25,1972,6,0,0,NO,74,1413.1979999999999,0.3935486720891748,17,0.0
9905,1972-09-25,1972,6,0,0,KC,65,1553.317,0.6064513279108252,20,1.0
9906,1972-10-01,1972,6,0,0,CLE,50,1494.608,0.5932887901522033,27,1.0
9907,1972-10-01,1972,6,0,0,CIN,75,1494.016,0.40671120984779674,6,0.0
9908,1972-10-01,1972,6,0,0,ARI,11,1474.68,0.6395462984678594,19,0.0
9909,1972-10-01,1972,6,0,0,PIT,44,1440.0710000000001,0.3604537015321406,25,1.0
9910,1972-10-01,1972,6,0,0,NO,74,1402.6470000000002,0.3836852269629472,2,0.0
9911,1972-10-01,1972,6,0,0,SF,54,1549.9779999999998,0.6163147730370528,37,1.0
9912,1972-10-01,1972,6,0,0,OAK,66,1544.924,0.6678322894206791,17,0.5
9913,1972-10-01,1972,6,0,0,LAC,64,1488.6,0.33216771057932093,17,0.5
9914,1972-10-01,1972,6,0,0,MIN,71,1623.622,0.5944938938394283,14,0.0
9915,1972-10-01,1972,6,0,0,MIA,72,1622.162,0.4055061061605717,16,1.0
9916,1972-10-01,1972,6,0,0,DEN,63,1437.5929999999998,0.4127212257111208,24,0.0
9917,1972-10-01,1972,6,0,0,KC,65,1563.868,0.5872787742888792,45,1.0
9918,1972-10-01,1972,6,0,0,ATL,73,1522.4470000000001,0.5095344246251244,31,1.0
9919,1972-10-01,1972,6,0,0,LAR,46,1580.8210000000001,0.49046557537487556,3,0.0
9920,1972-10-01,1972,6,0,0,GB,18,1480.985,0.30935880396195425,16,1.0
9921,1972-10-01,1972,6,0,0,DAL,70,1685.501,0.6906411960380457,13,0.0
9922,1972-10-01,1972,6,0,0,TEN,67,1399.0770000000002,0.40440751053367396,26,1.0
9923,1972-10-01,1972,6,0,0,NYJ,68,1531.329,0.595592489466326,20,0.0
9924,1972-10-01,1972,6,0,0,NE,62,1416.1,0.35780791781135063,24,1.0
9925,1972-10-01,1972,6,0,0,WSH,42,1582.7060000000001,0.6421920821886493,23,0.0
9926,1972-10-01,1972,6,0,0,BUF,69,1344.695,0.3208869603953497,0,0.0
9927,1972-10-01,1972,6,0,0,IND,61,1539.931,0.6791130396046503,17,1.0
9928,1972-10-01,1972,6,0,0,CHI,6,1422.026,0.4394485185179748,24,0.0
9929,1972-10-01,1972,6,0,0,DET,39,1529.309,0.5605514814820252,38,1.0
9930,1972-10-02,1972,6,0,0,PHI,45,1446.351,0.6654810662815879,12,0.0
9931,1972-10-02,1972,6,0,0,NYG,31,1391.865,0.3345189337184121,27,1.0
9932,1972-10-08,1972,6,0,0,NYJ,68,1507.418,0.4100198597721453,17,0.0
9933,1972-10-08,1972,6,0,0,MIA,72,1635.631,0.5899801402278547,27,1.0
9934,1972-10-08,1972,6,0,0,IND,61,1557.444,0.6772146354078602,20,0.0
9935,1972-10-08,1972,6,0,0,LAC,64,1493.719,0.3227853645921398,23,1.0
9936,1972-10-08,1972,6,0,0,LAR,46,1547.889,0.5521986830076778,31,1.0
9937,1972-10-08,1972,6,0,0,SF,54,1576.485,0.4478013169923222,7,0.0
9938,1972-10-08,1972,6,0,0,WSH,42,1573.372,0.7908380977962488,14,1.0
9939,1972-10-08,1972,6,0,0,PHI,45,1407.33,0.2091619022037512,0,0.0
9940,1972-10-08,1972,6,0,0,NYG,31,1430.8870000000002,0.6658154495724868,45,1.0
9941,1972-10-08,1972,6,0,0,NO,74,1376.14,0.33418455042751316,21,0.0
9942,1972-10-08,1972,6,0,0,MIN,71,1610.1529999999998,0.7865219035440242,17,0.0
9943,1972-10-08,1972,6,0,0,ARI,11,1448.61,0.21347809645597582,19,1.0
9944,1972-10-08,1972,6,0,0,GB,18,1501.43,0.7242578253708872,20,1.0
9945,1972-10-08,1972,6,0,0,CHI,6,1398.674,0.27574217462911277,17,0.0
9946,1972-10-08,1972,6,0,0,DAL,70,1665.056,0.8204222825028599,17,1.0
9947,1972-10-08,1972,6,0,0,PIT,44,1466.142,0.17957771749714013,13,0.0
9948,1972-10-08,1972,6,0,0,CLE,50,1519.023,0.4932811733266855,7,0.0
9949,1972-10-08,1972,6,0,0,KC,65,1588.692,0.5067188266733145,31,1.0
9950,1972-10-08,1972,6,0,0,CIN,75,1469.601,0.6684793955294162,21,1.0
9951,1972-10-08,1972,6,0,0,DEN,63,1412.77,0.33152060447058385,10,0.0
9952,1972-10-08,1972,6,0,0,BUF,69,1327.182,0.4522935277015996,38,1.0
9953,1972-10-08,1972,6,0,0,NE,62,1425.433,0.5477064722984004,14,0.0
9954,1972-10-08,1972,6,0,0,ATL,73,1555.379,0.5962384387603021,23,0.0
9955,1972-10-08,1972,6,0,0,DET,39,1552.661,0.40376156123969786,26,1.0
9956,1972-10-09,1972,6,0,0,TEN,67,1422.987,0.4259745471343192,0,0.0
9957,1972-10-09,1972,6,0,0,OAK,66,1539.806,0.5740254528656807,34,1.0
9958,1972-10-15,1972,6,0,0,SF,54,1548.126,0.7174003665339264,17,0.0
9959,1972-10-15,1972,6,0,0,NYG,31,1451.29,0.28259963346607364,23,1.0
9960,1972-10-15,1972,6,0,0,OAK,66,1569.399,0.8266960826124717,28,1.0
9961,1972-10-15,1972,6,0,0,BUF,69,1362.984,0.17330391738752826,16,0.0
9962,1972-10-15,1972,6,0,0,PIT,44,1460.98,0.6820525546142525,24,1.0
9963,1972-10-15,1972,6,0,0,TEN,67,1393.395,0.3179474453857475,7,0.0
9964,1972-10-15,1972,6,0,0,NE,62,1389.632,0.4516932452899925,13,0.0
9965,1972-10-15,1972,6,0,0,NYJ,68,1488.3039999999999,0.5483067547100076,41,1.0
9966,1972-10-15,1972,6,0,0,NO,74,1355.737,0.3369581376760889,14,0.0
9967,1972-10-15,1972,6,0,0,ATL,73,1538.3229999999999,0.6630418623239112,21,1.0
9968,1972-10-15,1972,6,0,0,KC,65,1620.381,0.7599244561530607,16,0.0
9969,1972-10-15,1972,6,0,0,CIN,75,1485.2120000000002,0.2400755438469393,23,1.0
9970,1972-10-15,1972,6,0,0,DEN,63,1397.158,0.3227803312774162,20,0.0
9971,1972-10-15,1972,6,0,0,MIN,71,1590.8870000000002,0.6772196687225838,23,1.0
9972,1972-10-15,1972,6,0,0,ARI,11,1467.875,0.4274813310110149,3,0.0
9973,1972-10-15,1972,6,0,0,WSH,42,1583.624,0.5725186689889852,33,1.0
9974,1972-10-15,1972,6,0,0,IND,61,1537.501,0.4037643328432945,0,0.0
9975,1972-10-15,1972,6,0,0,DAL,70,1670.217,0.5962356671567055,21,1.0
9976,1972-10-15,1972,6,0,0,PHI,45,1397.078,0.34136542163924605,3,0.0
9977,1972-10-15,1972,6,0,0,LAR,46,1576.2479999999998,0.6586345783607539,34,1.0
9978,1972-10-15,1972,6,0,0,MIA,72,1654.746,0.7660813331473096,24,1.0
9979,1972-10-15,1972,6,0,0,LAC,64,1513.662,0.23391866685269036,10,0.0
9980,1972-10-15,1972,6,0,0,CLE,50,1487.3339999999998,0.7161476139265611,0,0.0
9981,1972-10-15,1972,6,0,0,CHI,6,1391.57,0.2838523860734389,17,1.0
9982,1972-10-16,1972,6,0,0,DET,39,1569.7179999999998,0.6740102215553098,23,0.0
9983,1972-10-16,1972,6,0,0,GB,18,1508.533,0.32598977844469024,24,1.0
9984,1972-10-22,1972,6,0,0,WSH,42,1612.3210000000001,0.4753937457370214,24,1.0
9985,1972-10-22,1972,6,0,0,DAL,70,1694.433,0.5246062542629786,20,0.0
9986,1972-10-22,1972,6,0,0,LAR,46,1598.743,0.6958401019504249,15,1.0
9987,1972-10-22,1972,6,0,0,CIN,75,1519.98,0.3041598980495751,12,0.0
9988,1972-10-22,1972,6,0,0,GB,18,1518.4460000000001,0.5456664819544019,9,0.0
9989,1972-10-22,1972,6,0,0,ATL,73,1551.625,0.4543335180455981,10,1.0
9990,1972-10-22,1972,6,0,0,KC,65,1585.6129999999998,0.8304684158736456,20,0.0
9991,1972-10-22,1972,6,0,0,PHI,45,1374.5839999999998,0.16953158412635438,21,1.0
9992,1972-10-22,1972,6,0,0,MIA,72,1666.33,0.8971477127112848,24,1.0
9993,1972-10-22,1972,6,0,0,BUF,69,1355.07,0.1028522872887152,23,0.0
9994,1972-10-22,1972,6,0,0,DET,39,1559.805,0.6696214427634307,34,1.0
9995,1972-10-22,1972,6,0,0,LAC,64,1502.078,0.3303785572365693,20,0.0
9996,1972-10-22,1972,6,0,0,NYG,31,1481.4270000000001,0.6496212689127521,27,1.0
9997,1972-10-22,1972,6,0,0,ARI,11,1439.1779999999999,0.35037873108724793,21,0.0
9998,1972-10-22,1972,6,0,0,NYJ,68,1518.265,0.5993691515244356,24,1.0
9999,1972-10-22,1972,6,0,0,IND,61,1513.285,0.4006308484755644,20,0.0
10000,1972-10-22,1972,6,0,0,TEN,67,1376.06,0.4976801621650896,17,0.0
10001,1972-10-22,1972,6,0,0,CLE,50,1442.672,0.5023198378349104,23,1.0
10002,1972-10-22,1972,6,0,0,PIT,44,1478.315,0.7421435861116945,33,1.0
10003,1972-10-22,1972,6,0,0,NE,62,1359.671,0.2578564138883055,3,0.0
10004,1972-10-22,1972,6,0,0,OAK,66,1577.3129999999999,0.8115159658043264,23,0.0
10005,1972-10-22,1972,6,0,0,DEN,63,1388.704,0.1884840341956736,30,1.0
10006,1972-10-22,1972,6,0,0,SF,54,1517.989,0.799752129942725,20,0.5
10007,1972-10-22,1972,6,0,0,NO,74,1342.434,0.20024787005727496,20,0.5
10008,1972-10-23,1972,6,0,0,CHI,6,1436.2320000000002,0.3624452889618587,13,1.0
10009,1972-10-23,1972,6,0,0,MIN,71,1599.342,0.6375547110381413,10,0.0
10010,1972-10-29,1972,6,0,0,NO,74,1351.576,0.541391881257888,21,1.0
10011,1972-10-29,1972,6,0,0,PHI,45,1387.7479999999998,0.45860811874211205,3,0.0
10012,1972-10-29,1972,6,0,0,GB,18,1510.77,0.4927042013470224,13,0.0
10013,1972-10-29,1972,6,0,0,MIN,71,1580.84,0.5072957986529776,27,1.0
10014,1972-10-29,1972,6,0,0,DEN,63,1426.851,0.5428165043656541,20,0.0
10015,1972-10-29,1972,6,0,0,CLE,50,1462.026,0.4571834956343459,27,1.0
10016,1972-10-29,1972,6,0,0,LAC,64,1485.13,0.4679244867353536,14,0.0
10017,1972-10-29,1972,6,0,0,KC,65,1572.4489999999998,0.5320755132646464,26,1.0
10018,1972-10-29,1972,6,0,0,ARI,11,1426.1760000000002,0.5522527727691706,10,0.0
10019,1972-10-29,1972,6,0,0,CHI,6,1454.734,0.4477472272308294,27,1.0
10020,1972-10-29,1972,6,0,0,NYG,31,1494.4289999999999,0.4007262292177625,16,0.0
10021,1972-10-29,1972,6,0,0,WSH,42,1629.34,0.5992737707822375,23,1.0
10022,1972-10-29,1972,6,0,0,IND,61,1500.787,0.35760424336583563,0,0.0
10023,1972-10-29,1972,6,0,0,MIA,72,1667.547,0.6423957566341644,23,1.0
10024,1972-10-29,1972,6,0,0,CIN,75,1512.0639999999999,0.7804838721886028,30,1.0
10025,1972-10-29,1972,6,0,0,TEN,67,1356.705,0.21951612781139718,7,0.0
10026,1972-10-29,1972,6,0,0,BUF,69,1353.852,0.3926024666740807,21,0.0
10027,1972-10-29,1972,6,0,0,PIT,44,1494.66,0.6073975333259193,38,1.0
10028,1972-10-29,1972,6,0,0,ATL,73,1559.3010000000002,0.6602944476223122,14,0.0
10029,1972-10-29,1972,6,0,0,SF,54,1508.8470000000002,0.33970555237768785,49,1.0
10030,1972-10-29,1972,6,0,0,OAK,66,1539.165,0.4964123461740477,45,1.0
10031,1972-10-29,1972,6,0,0,LAR,46,1606.658,0.5035876538259523,17,0.0
10032,1972-10-29,1972,6,0,0,NYJ,68,1530.763,0.8104818551855248,34,1.0
10033,1972-10-29,1972,6,0,0,NE,62,1343.326,0.18951814481447515,10,0.0
10034,1972-10-30,1972,6,0,0,DAL,70,1677.414,0.7218428818345525,28,1.0
10035,1972-10-30,1972,6,0,0,DET,39,1576.753,0.2781571181654475,24,0.0
10036,1972-11-05,1972,6,0,0,NYG,31,1478.277,0.6903890093357691,29,1.0
10037,1972-11-05,1972,6,0,0,DEN,63,1403.9660000000001,0.3096109906642309,17,0.0
10038,1972-11-05,1972,6,0,0,KC,65,1596.2120000000002,0.6241287066659169,27,1.0
10039,1972-11-05,1972,6,0,0,OAK,66,1573.118,0.3758712933340831,14,0.0
10040,1972-11-05,1972,6,0,0,LAC,64,1461.3670000000002,0.2854817385246379,28,0.0
10041,1972-11-05,1972,6,0,0,DAL,70,1685.741,0.7145182614753621,34,1.0
10042,1972-11-05,1972,6,0,0,CLE,50,1484.912,0.7658801184232309,20,1.0
10043,1972-11-05,1972,6,0,0,TEN,67,1344.023,0.2341198815767691,0,0.0
10044,1972-11-05,1972,6,0,0,LAR,46,1572.705,0.6767413205292283,20,1.0
10045,1972-11-05,1972,6,0,0,ATL,73,1509.356,0.3232586794707717,7,0.0
10046,1972-11-05,1972,6,0,0,MIN,71,1607.464,0.8447140335413672,37,1.0
10047,1972-11-05,1972,6,0,0,NO,74,1378.233,0.1552859664586328,6,0.0
10048,1972-11-05,1972,6,0,0,BUF,69,1331.9129999999998,0.15670474792823552,16,0.0
10049,1972-11-05,1972,6,0,0,MIA,72,1689.2720000000002,0.8432952520717645,30,1.0
10050,1972-11-05,1972,6,0,0,DET,39,1568.4270000000001,0.698838562371791,14,1.0
10051,1972-11-05,1972,6,0,0,CHI,6,1487.1960000000001,0.301161437628209,0,0.0
10052,1972-11-05,1972,6,0,0,GB,18,1484.146,0.4861232937369317,34,1.0
10053,1972-11-05,1972,6,0,0,SF,54,1558.7910000000002,0.5138767062630683,24,0.0
10054,1972-11-05,1972,6,0,0,PIT,44,1516.6,0.5810955075287811,40,1.0
10055,1972-11-05,1972,6,0,0,CIN,75,1524.747,0.41890449247121886,17,0.0
10056,1972-11-05,1972,6,0,0,PHI,45,1361.09,0.5464584123439062,6,0.5
10057,1972-11-05,1972,6,0,0,ARI,11,1393.714,0.45354158765609376,6,0.5
10058,1972-11-05,1972,6,0,0,NYJ,68,1541.7079999999999,0.4444160250453387,17,0.0
10059,1972-11-05,1972,6,0,0,WSH,42,1645.4920000000002,0.5555839749546613,35,1.0
10060,1972-11-06,1972,6,0,0,NE,62,1332.381,0.38457041442831374,17,0.0
10061,1972-11-06,1972,6,0,0,IND,61,1479.0620000000001,0.6154295855716863,24,1.0
10062,1972-11-12,1972,6,0,0,LAR,46,1588.8270000000002,0.8211707782974341,10,0.0
10063,1972-11-12,1972,6,0,0,DEN,63,1389.029,0.17882922170256588,16,1.0
10064,1972-11-12,1972,6,0,0,DAL,70,1696.1,0.8915514141629707,33,1.0
10065,1972-11-12,1972,6,0,0,ARI,11,1395.131,0.10844858583702932,24,0.0
10066,1972-11-12,1972,6,0,0,WSH,42,1671.21,0.8019929876293107,27,1.0
10067,1972-11-12,1972,6,0,0,NYG,31,1493.214,0.1980070123706893,13,0.0
10068,1972-11-12,1972,6,0,0,SF,54,1534.0379999999998,0.6460833212347892,24,1.0
10069,1972-11-12,1972,6,0,0,IND,61,1494.483,0.3539166787652108,21,0.0
10070,1972-11-12,1972,6,0,0,PIT,44,1542.555,0.4888745941414206,16,1.0
10071,1972-11-12,1972,6,0,0,KC,65,1615.287,0.5111254058585795,7,0.0
10072,1972-11-12,1972,6,0,0,TEN,67,1330.987,0.5520691472445026,17,0.0
10073,1972-11-12,1972,6,0,0,PHI,45,1359.674,0.4479308527554974,18,1.0
10074,1972-11-12,1972,6,0,0,NYJ,68,1515.99,0.8141084103308536,41,1.0
10075,1972-11-12,1972,6,0,0,BUF,69,1324.421,0.18589158966914643,3,0.0
10076,1972-11-12,1972,6,0,0,MIN,71,1616.9579999999999,0.6377236289273863,16,1.0
10077,1972-11-12,1972,6,0,0,DET,39,1583.721,0.3622763710726137,14,0.0
10078,1972-11-12,1972,6,0,0,MIA,72,1696.764,0.9282755982925226,52,1.0
10079,1972-11-12,1972,6,0,0,NE,62,1316.96,0.0717244017074774,0,0.0
10080,1972-11-12,1972,6,0,0,CIN,75,1498.7910000000002,0.5140248197818501,14,0.0
10081,1972-11-12,1972,6,0,0,OAK,66,1554.043,0.4859751802181499,20,1.0
10082,1972-11-12,1972,6,0,0,CHI,6,1471.902,0.5402125177483688,17,0.0
10083,1972-11-12,1972,6,0,0,GB,18,1508.899,0.45978748225163124,23,1.0
10084,1972-11-12,1972,6,0,0,ATL,73,1493.235,0.7485362719426958,36,1.0
10085,1972-11-12,1972,6,0,0,NO,74,1368.74,0.2514637280573042,20,0.0
10086,1972-11-13,1972,6,0,0,LAC,64,1451.007,0.5259670457129995,17,0.0
10087,1972-11-13,1972,6,0,0,CLE,50,1497.9470000000001,0.47403295428700054,21,1.0
10088,1972-11-19,1972,6,0,0,DEN,63,1425.36,0.38171879526386543,20,0.0
10089,1972-11-19,1972,6,0,0,OAK,66,1574.1370000000002,0.6182812047361346,37,1.0
10090,1972-11-19,1972,6,0,0,KC,65,1591.6660000000002,0.7828123333814213,17,0.0
10091,1972-11-19,1972,6,0,0,LAC,64,1433.9370000000001,0.2171876666185787,27,1.0
10092,1972-11-19,1972,6,0,0,LAR,46,1552.495,0.4898081555211633,41,0.0
10093,1972-11-19,1972,6,0,0,MIN,71,1624.578,0.5101918444788367,45,1.0
10094,1972-11-19,1972,6,0,0,PHI,45,1367.455,0.1761994597352341,7,0.0
10095,1972-11-19,1972,6,0,0,DAL,70,1700.382,0.8238005402647659,28,1.0
10096,1972-11-19,1972,6,0,0,TEN,67,1323.205,0.30632553852430155,10,0.0
10097,1972-11-19,1972,6,0,0,GB,18,1530.194,0.6936744614756984,23,1.0
10098,1972-11-19,1972,6,0,0,NE,62,1312.2220000000002,0.5924648406856869,24,0.0
10099,1972-11-19,1972,6,0,0,BUF,69,1312.223,0.40753515931431306,27,1.0
10100,1972-11-19,1972,6,0,0,MIA,72,1701.501,0.7976772549623969,28,1.0
10101,1972-11-19,1972,6,0,0,NYJ,68,1528.1879999999999,0.20232274503760306,24,0.0
10102,1972-11-19,1972,6,0,0,DET,39,1576.102,0.8379917149231866,27,1.0
10103,1972-11-19,1972,6,0,0,NO,74,1355.621,0.16200828507681342,14,0.0
10104,1972-11-19,1972,6,0,0,ARI,11,1390.849,0.4602107340854232,7,0.0
10105,1972-11-19,1972,6,0,0,NYG,31,1483.556,0.5397892659145769,13,1.0
10106,1972-11-19,1972,6,0,0,CLE,50,1515.0179999999998,0.5199097064153027,26,1.0
10107,1972-11-19,1972,6,0,0,PIT,44,1566.1760000000002,0.48009029358469735,24,0.0
10108,1972-11-19,1972,6,0,0,CIN,75,1478.6970000000001,0.5835149104566759,19,0.0
10109,1972-11-19,1972,6,0,0,IND,61,1485.116,0.4164850895433241,20,1.0
10110,1972-11-19,1972,6,0,0,CHI,6,1450.606,0.4600777467229552,21,0.0
10111,1972-11-19,1972,6,0,0,SF,54,1543.406,0.5399222532770448,34,1.0
10112,1972-11-20,1972,6,0,0,WSH,42,1680.868,0.7987907185989321,24,1.0
10113,1972-11-20,1972,6,0,0,ATL,73,1506.354,0.20120928140106786,13,0.0
10114,1972-11-23,1972,6,0,0,DET,39,1583.67,0.6742289961950129,37,1.0
10115,1972-11-23,1972,6,0,0,NYJ,68,1522.3120000000001,0.32577100380498714,20,0.0
10116,1972-11-23,1972,6,0,0,DAL,70,1710.0929999999998,0.7677513949423412,10,0.0
10117,1972-11-23,1972,6,0,0,SF,54,1567.386,0.23224860505765876,31,1.0
10118,1972-11-26,1972,6,0,0,IND,61,1493.4260000000002,0.8197564125798704,31,1.0
10119,1972-11-26,1972,6,0,0,NE,62,1295.296,0.18024358742012958,0,0.0
10120,1972-11-26,1972,6,0,0,CHI,6,1426.626,0.5305273608603299,3,0.0
10121,1972-11-26,1972,6,0,0,CIN,75,1470.3870000000002,0.4694726391396701,13,1.0
10122,1972-11-26,1972,6,0,0,ATL,73,1497.336,0.7131754198883136,23,1.0
10123,1972-11-26,1972,6,0,0,DEN,63,1404.104,0.28682458011168643,20,0.0
10124,1972-11-26,1972,6,0,0,NYG,31,1501.244,0.7685633351185198,62,1.0
10125,1972-11-26,1972,6,0,0,PHI,45,1357.745,0.23143666488148018,10,0.0
10126,1972-11-26,1972,6,0,0,CLE,50,1525.5,0.8182374685022549,27,1.0
10127,1972-11-26,1972,6,0,0,BUF,69,1329.15,0.18176253149774513,10,0.0
